Return,Volume,Ticker ,Date
-0.013428467502341612,16254000.0,V,2010-01-06
0.03294716665552255,320868400.0,BAC,2010-01-07
0.004504645259330919,31531200.0,CSCO,2010-01-07
0.047894304683519406,19814500.0,DAL,2010-01-07
0.00031420079386679234,8202100.0,DIS,2010-01-07
0.05177990943950417,38701038.0,GE,2010-01-07
-0.009615182391690902,54041500.0,INTC,2010-01-07
-0.007137229867159478,10901600.0,JNJ,2010-01-07
-0.0024855257503670902,13234600.0,KO,2010-01-07
,,META,2010-01-07
-0.010399501180243131,50559700.0,MSFT,2010-01-07
-0.01959765416907111,547792000.0,NVDA,2010-01-07
-0.003270840590927193,30469700.0,ORCL,2010-01-07
-0.0037631327129501457,41557112.0,PFE,2010-01-07
-0.005423273199768097,8972800.0,PG,2010-01-07
,,PYPL,2010-01-07
-0.011227636682988651,44486797.0,T,2010-01-07
-0.03307187456232641,27346600.0,TSM,2010-01-07
0.009306705630827805,27841200.0,V,2010-01-07
-0.008859990048032507,220104700.0,BAC,2010-01-08
0.005299829498830233,39115900.0,CSCO,2010-01-08
-0.01733648034257884,24589200.0,DAL,2010-01-08
0.0015707878665338626,7657500.0,DIS,2010-01-08
0.02153829599101753,24019636.0,GE,2010-01-08
0.011165269047748838,48234700.0,INTC,2010-01-08
0.0034381153019775734,7898000.0,JNJ,2010-01-08
-0.018508627771013697,28712400.0,KO,2010-01-08
,,META,2010-01-08
0.006896472124108266,51197400.0,MSFT,2010-01-08
0.002161247700979585,478168000.0,NVDA,2010-01-08
0.01230556716638076,23542400.0,ORCL,2010-01-08
0.008095203804525886,32049716.0,PFE,2010-01-08
-0.0013219818687905116,8464600.0,PG,2010-01-08
,,PYPL,2010-01-08
-0.007325585554892489,36586622.0,T,2010-01-08
-0.0009001330022133658,16895300.0,TSM,2010-01-08
0.0027662375327963673,11907200.0,V,2010-01-08
0.008939191193040319,168991600.0,BAC,2010-01-11
-0.002838630031157363,35852900.0,CSCO,2010-01-11
0.025661691463972458,16220400.0,DAL,2010-01-11
-0.01631101642981425,11250500.0,DIS,2010-01-11
0.009638472302304413,15999249.0,GE,2010-01-11
0.005760204188780538,51086400.0,INTC,2010-01-11
0.00015602952536175607,7975700.0,JNJ,2010-01-11
0.02030812867246734,28642400.0,KO,2010-01-11
,,META,2010-01-11
-0.01272016389874897,68754700.0,MSFT,2010-01-11
-0.0140161324294793,556612000.0,NVDA,2010-01-11
0.00040532885216615355,19002400.0,ORCL,2010-01-11
0.008029818263297406,34199665.0,PFE,2010-01-11
-0.003970510647818615,14774600.0,PG,2010-01-11
,,PYPL,2010-01-11
-0.004797430303768113,34147549.0,T,2010-01-11
-0.0054054615370559,22214500.0,TSM,2010-01-11
-0.0028732438850351816,12912000.0,V,2010-01-11
-0.033667905709449,223486800.0,BAC,2010-01-12
-0.015860460067316562,35780400.0,CSCO,2010-01-12
-0.0195464857866684,12905500.0,DAL,2010-01-12
-0.017219377880722697,14618300.0,DIS,2010-01-12
0.0005966821813585543,13484329.0,GE,2010-01-12
-0.016229075634423107,69958400.0,INTC,2010-01-12
0.005293836907697358,10820700.0,JNJ,2010-01-12
0.010840967394568413,23269800.0,KO,2010-01-12
,,META,2010-01-12
-0.00660703865374046,65912100.0,MSFT,2010-01-12
-0.033898578504935495,627432000.0,NVDA,2010-01-12
-0.005265530103172988,26204600.0,ORCL,2010-01-12
-0.0031863980263699965,43501847.0,PFE,2010-01-12
0.011461729785656516,13460700.0,PG,2010-01-12
,,PYPL,2010-01-12
-0.0003710633163706012,34831527.0,T,2010-01-12
-0.030797084008651443,20863400.0,TSM,2010-01-12
-0.00472716447851762,12842000.0,V,2010-01-12
0.015892276936792404,192609900.0,BAC,2010-01-13
0.018181683913927715,43683900.0,CSCO,2010-01-13
0.024720712415970292,11763200.0,DAL,2010-01-13
0.015249738693349224,9620600.0,DIS,2010-01-13
0.003577828010416617,13634482.0,GE,2010-01-13
0.016981909023134234,71446700.0,INTC,2010-01-13
0.006350516124493222,13023800.0,JNJ,2010-01-13
0.0026368367350391164,15157400.0,KO,2010-01-13
,,META,2010-01-13
0.009311610166926165,51863500.0,MSFT,2010-01-13
0.013582392284693379,508868000.0,NVDA,2010-01-13
0.009771805854171811,24912300.0,ORCL,2010-01-13
0.023441581700424985,62728072.0,PFE,2010-01-13
0.010346410087893165,16968100.0,PG,2010-01-13
,,PYPL,2010-01-13
-0.01186939535248488,56390352.0,T,2010-01-13
0.026167937431875732,13482300.0,TSM,2010-01-13
0.00926594680810422,13428800.0,V,2010-01-13
0.012033161394046532,142634200.0,BAC,2010-01-14
0.012581417723215305,52302100.0,CSCO,2010-01-14
0.024902655577734967,12026800.0,DAL,2010-01-14
-0.008628809675123583,9235600.0,DIS,2010-01-14
-0.007724086583859924,11969170.0,GE,2010-01-14
0.024809252436516882,150821600.0,INTC,2010-01-14
0.0020013106920890866,7899000.0,JNJ,2010-01-14
0.0017535845113290094,12392600.0,KO,2010-01-14
,,META,2010-01-14
0.020098771850022734,63228100.0,MSFT,2010-01-14
-0.015633453618209336,608524000.0,NVDA,2010-01-14
0.023838672533696093,44685200.0,ORCL,2010-01-14
0.008849739565676806,49820367.0,PFE,2010-01-14
0.0009756341357574083,9139500.0,PG,2010-01-14
,,PYPL,2010-01-14
-0.016891538420566454,55933836.0,T,2010-01-14
-0.010018083567239988,8692400.0,TSM,2010-01-14
0.003442841148331377,18379600.0,V,2010-01-14
-0.03329324994738525,195117100.0,BAC,2010-01-15
-0.022043979722376483,51648100.0,CSCO,2010-01-15
-0.03264968853384398,9127500.0,DAL,2010-01-15
-0.013539825099238345,13936400.0,DIS,2010-01-15
-0.015569013268154852,15463551.0,GE,2010-01-15
-0.03165706952183778,198078600.0,INTC,2010-01-15
-0.008295151081128993,20995000.0,JNJ,2010-01-15
-0.014703271678007224,27460800.0,KO,2010-01-15
,,META,2010-01-15
-0.0032296490702814484,79913200.0,MSFT,2010-01-15
-0.029495608020633668,818192000.0,NVDA,2010-01-15
-0.003946573266704334,42296200.0,ORCL,2010-01-15
0.005675865938961522,80760537.0,PFE,2010-01-15
-0.01234201845743299,15768300.0,PG,2010-01-15
,,PYPL,2010-01-15
-0.015273268345016633,84760229.0,T,2010-01-15
-0.024838752546873177,15426400.0,TSM,2010-01-15
-0.014867338246275397,21295200.0,V,2010-01-15
0.0036900721587160845,181616500.0,BAC,2010-01-19
0.018442572445655614,37607500.0,CSCO,2010-01-19
0.022762819911428478,9836500.0,DAL,2010-01-19
0.01339857983766457,9662100.0,DIS,2010-01-19
0.006082963737847669,12665246.0,GE,2010-01-19
0.0120189779896136,82573500.0,INTC,2010-01-19
0.01223702853404407,15181800.0,JNJ,2010-01-19
0.0023090406201784486,14615400.0,KO,2010-01-19
,,META,2010-01-19
0.007777140887010869,46575700.0,MSFT,2010-01-19
0.01870281119891204,545328000.0,NVDA,2010-01-19
0.0035654716115860463,22732200.0,ORCL,2010-01-19
0.026167164686633937,82562244.0,PFE,2010-01-19
0.014797599252118987,11577700.0,PG,2010-01-19
,,PYPL,2010-01-19
0.015897836832765133,44965291.0,T,2010-01-19
0.03396219060832162,14898100.0,TSM,2010-01-19
0.019851369967132104,15239600.0,V,2010-01-19
0.010416729217179954,288741100.0,BAC,2010-01-20
-0.01770576111017763,42125400.0,CSCO,2010-01-20
0.0291636794708634,20133800.0,DAL,2010-01-20
0.005804909298381178,13302800.0,DIS,2010-01-20
-0.002418539997440794,13457787.0,GE,2010-01-20
0.001425176518481619,65670100.0,INTC,2010-01-20
-0.00306012833422753,13033000.0,JNJ,2010-01-20
-0.016306128482756477,18810200.0,KO,2010-01-20
,,META,2010-01-20
-0.01639904036154649,54849500.0,MSFT,2010-01-20
-0.004016124752813988,719728000.0,NVDA,2010-01-20
-0.01065878108680629,39971500.0,ORCL,2010-01-20
-0.0030002597826969124,83522965.0,PFE,2010-01-20
-0.013544205983749502,11557800.0,PG,2010-01-20
,,PYPL,2010-01-20
-0.014121963380093638,51751188.0,T,2010-01-20
-0.014598623392708454,13604800.0,TSM,2010-01-20
-0.00489426096784884,12771200.0,V,2010-01-20
-0.06185567533324143,551285500.0,BAC,2010-01-21
-0.01761584837171326,54767500.0,CSCO,2010-01-21
0.0022367027436367426,24669200.0,DAL,2010-01-21
-0.01859577247034283,15403600.0,DIS,2010-01-21
-0.029091056068556775,20689097.0,GE,2010-01-21
-0.01138525611952712,73633300.0,INTC,2010-01-21
-0.018112458506938878,14473900.0,JNJ,2010-01-21
-0.02036030948702261,27396800.0,KO,2010-01-21
,,META,2010-01-21
-0.018960452425704655,73086700.0,MSFT,2010-01-21
-0.017857327363720144,608632000.0,NVDA,2010-01-21
-0.009177868520424126,41756100.0,ORCL,2010-01-21
-0.035105373084402425,81343188.0,PFE,2010-01-21
-0.010090843325684773,14298400.0,PG,2010-01-21
,,PYPL,2010-01-21
-0.00619468602700779,53059168.0,T,2010-01-21
-0.01944426675678035,13943800.0,TSM,2010-01-21
-0.033974310157242504,28140800.0,V,2010-01-21
-0.036845585735916675,369620800.0,BAC,2010-01-22
-0.04211857676089681,70424300.0,CSCO,2010-01-22
-0.011160340456027207,22279200.0,DAL,2010-01-22
-0.020581448821518245,14459400.0,DIS,2010-01-22
0.005618198389624185,33944669.0,GE,2010-01-22
-0.04462602479075184,116302400.0,INTC,2010-01-22
-0.012036934294125223,14017200.0,JNJ,2010-01-22
-0.0023908029597319302,23551400.0,KO,2010-01-22
,,META,2010-01-22
-0.03498877322762328,102004600.0,MSFT,2010-01-22
-0.03460393843926424,1067916000.0,NVDA,2010-01-22
-0.02738648418283729,33681500.0,ORCL,2010-01-22
-0.014552560168016981,65034962.0,PFE,2010-01-22
0.007854172066585674,17703200.0,PG,2010-01-22
,,PYPL,2010-01-22
-0.010907689717159053,50814723.0,T,2010-01-22
-0.047214273274913565,21017600.0,TSM,2010-01-22
-0.020367132805684474,29776400.0,V,2010-01-22
0.0053687777201700815,262351600.0,BAC,2010-01-25
0.0008705762635674574,51288800.0,CSCO,2010-01-25
0.0030098548951251747,19299600.0,DAL,2010-01-25
-0.00200142286759053,11155800.0,DIS,2010-01-25
0.016138658706092768,15683126.0,GE,2010-01-25
0.020593119785630165,73785600.0,INTC,2010-01-25
0.0003167671343173861,10001700.0,JNJ,2010-01-25
0.002027553747863564,16853200.0,KO,2010-01-25
,,META,2010-01-25
0.012431124696276497,63373000.0,MSFT,2010-01-25
0.01701103519661218,643676000.0,NVDA,2010-01-25
-0.004968884199902934,26366600.0,ORCL,2010-01-25
-0.0058021581822720325,51933110.0,PFE,2010-01-25
0.005305792441472557,11630800.0,PG,2010-01-25
,,PYPL,2010-01-25
0.007483100420030198,39589586.0,T,2010-01-25
0.005946171414981549,20606500.0,TSM,2010-01-25
-0.008461141976359055,16147200.0,V,2010-01-25
-0.014018391479889258,212380600.0,BAC,2010-01-26
-0.0039150184535013954,55312800.0,CSCO,2010-01-26
-0.01350370284196245,16290600.0,DAL,2010-01-26
-0.008689979359943645,11197300.0,DIS,2010-01-26
-0.001221461937715107,16279190.0,GE,2010-01-26
-0.015747964147718174,65298900.0,INTC,2010-01-26
-0.006801876987532762,15630300.0,JNJ,2010-01-26
-0.0038633948046160604,15515000.0,KO,2010-01-26
,,META,2010-01-26
0.00613941710506305,66639900.0,MSFT,2010-01-26
-0.03166055908945076,714636000.0,NVDA,2010-01-26
-0.006242291578859471,28746000.0,ORCL,2010-01-26
-0.0037134119497579388,45955032.0,PFE,2010-01-26
0.0009898699787433962,13079000.0,PG,2010-01-26
,,PYPL,2010-01-26
-0.009773048176728638,45239226.0,T,2010-01-26
-0.014778074835748556,21913300.0,TSM,2010-01-26
-0.01072752292344925,12437600.0,V,2010-01-26
0.028436129783773856,258716200.0,BAC,2010-01-27
0.010917546882567741,51802900.0,CSCO,2010-01-27
0.000760640802557333,24581400.0,DAL,2010-01-27
-0.011463041235249327,16121200.0,DIS,2010-01-27
-0.0030581570559818916,16035807.0,GE,2010-01-27
0.011999984681873466,74926200.0,INTC,2010-01-27
0.010351906616664852,14982400.0,JNJ,2010-01-27
0.006833994933197252,20414800.0,KO,2010-01-27
,,META,2010-01-27
0.00576280004405505,63949500.0,MSFT,2010-01-27
0.0271436274814425,812504000.0,NVDA,2010-01-27
-0.000837494583647902,28819300.0,ORCL,2010-01-27
0.01171469479856646,57558308.0,PFE,2010-01-27
0.001977008354354881,15228400.0,PG,2010-01-27
,,PYPL,2010-01-27
0.01144844919645216,78105143.0,T,2010-01-27
-0.0010004219196738662,22963800.0,TSM,2010-01-27
0.03401096643841783,19335200.0,V,2010-01-27
0.011849934917961491,232729500.0,BAC,2010-01-28
-0.027214243216687972,63620000.0,CSCO,2010-01-28
-0.03875383201023985,17086500.0,DAL,2010-01-28
0.0010230495140608475,17126000.0,DIS,2010-01-28
-0.008589160164607423,16512683.0,GE,2010-01-28
-0.01581020822278112,76974600.0,INTC,2010-01-28
0.005674495124708079,17096000.0,JNJ,2010-01-28
-0.006053857681705077,20905200.0,KO,2010-01-28
,,META,2010-01-28
-0.017188830081194095,117513700.0,MSFT,2010-01-28
-0.03363374817581666,687764000.0,NVDA,2010-01-28
-0.01634541992572225,41245700.0,ORCL,2010-01-28
-0.019473911533787858,53690549.0,PFE,2010-01-28
0.014307008499480522,26930000.0,PG,2010-01-28
,,PYPL,2010-01-28
-0.0031220748610236715,68925984.0,T,2010-01-28
0.006006219975924099,40246500.0,TSM,2010-01-28
-0.015016037860184794,13070800.0,V,2010-01-28
-0.012361432783810189,175135300.0,BAC,2010-01-29
-0.0022197110899018213,73431900.0,CSCO,2010-01-29
-0.0332017013790018,19296900.0,DAL,2010-01-29
0.006814437514696348,14507900.0,DIS,2010-01-29
-0.0049503526056506875,16934723.0,GE,2010-01-29
-0.02610465404303486,96053900.0,INTC,2010-01-29
-0.014733031837572796,17844400.0,JNJ,2010-01-29
0.0012918014629388352,22146800.0,KO,2010-01-29
,,META,2010-01-29
-0.03360803150741032,193888500.0,MSFT,2010-01-29
-0.04350505238751534,774700000.0,NVDA,2010-01-29
-0.01746915720471609,49957800.0,ORCL,2010-01-29
0.0016105410731253045,59071114.0,PFE,2010-01-29
-0.0021075572818136656,17067100.0,PG,2010-01-29
,,PYPL,2010-01-29
-0.0070481181545076765,51531404.0,T,2010-01-29
0.010944978544237483,30073000.0,TSM,2010-01-29
-0.007501704886287208,20281600.0,V,2010-01-29
0.015809712504947226,159503300.0,BAC,2010-02-01
0.011570460668513194,54386100.0,CSCO,2010-02-01
0.032706548184582074,9733500.0,DAL,2010-02-01
-0.0010152360847752728,10894200.0,DIS,2010-02-01
0.010572351174663819,11881324.0,GE,2010-02-01
0.010825413791069272,50338300.0,INTC,2010-02-01
0.0036584578128504575,10153400.0,JNJ,2010-02-01
0.0023965350093368976,14517600.0,KO,2010-02-01
,,META,2010-02-01
0.008161641103310524,85931100.0,MSFT,2010-02-01
0.07667326833017318,949832000.0,NVDA,2010-02-01
0.006938507436103025,29572800.0,ORCL,2010-02-01
0.0069669347187115704,41586308.0,PFE,2010-02-01
0.007148284969582752,12908100.0,PG,2010-02-01
,,PYPL,2010-02-01
0.0007889457713976533,48689306.0,T,2010-02-01
-0.007873879430286501,23074400.0,TSM,2010-02-01
0.019870849147213487,16098000.0,V,2010-02-01
0.011673264840465825,171404800.0,BAC,2010-02-02
0.012758549446789003,54108900.0,CSCO,2010-02-02
0.021378194586902044,12952100.0,DAL,2010-02-02
0.01558269872978113,10100900.0,DIS,2010-02-02
0.03692317695424152,24152512.0,GE,2010-02-02
0.015297313951292635,63332500.0,INTC,2010-02-02
0.0142653118513556,13609300.0,JNJ,2010-02-02
0.012320728314555884,16888600.0,KO,2010-02-02
,,META,2010-02-02
0.0017601227751717907,54413700.0,MSFT,2010-02-02
0.010259253471993413,849812000.0,NVDA,2010-02-02
0.023255685404835358,32150600.0,ORCL,2010-02-02
0.023948529603154967,71262310.0,PFE,2010-02-02
0.014680075664264214,17680700.0,PG,2010-02-02
,,PYPL,2010-02-02
0.01221399720135441,41202615.0,T,2010-02-02
-0.011904517042503393,18259200.0,TSM,2010-02-02
0.004183845502644834,14441600.0,V,2010-02-02
-0.004486954323373427,130861600.0,BAC,2010-02-03
0.0021722991775428024,80035500.0,CSCO,2010-02-03
-0.03720968530183022,9609600.0,DAL,2010-02-03
0.025683761199708277,15976200.0,DIS,2010-02-03
-0.010089349427959471,14768727.0,GE,2010-02-03
-0.0036447371136816287,45582300.0,INTC,2010-02-03
-0.005625814854722355,9255900.0,JNJ,2010-02-03
-0.003269980757105717,15899400.0,KO,2010-02-03
,,META,2010-02-03
0.005973298507230718,61397900.0,MSFT,2010-02-03
0.008362784185583338,562296000.0,NVDA,2010-02-03
-0.0004207640167013249,23101100.0,ORCL,2010-02-03
-0.02308474966223717,120151889.0,PFE,2010-02-03
-0.003974878781037194,11083500.0,PG,2010-02-03
,,PYPL,2010-02-03
-0.004281711721571657,30391228.0,T,2010-02-03
0.01004018961562858,14829600.0,TSM,2010-02-03
-0.005832797708755,32197600.0,V,2010-02-03
-0.0502256859500011,252558700.0,BAC,2010-02-04
0.003900457937849655,126098600.0,CSCO,2010-02-04
-0.07729454643540801,17073600.0,DAL,2010-02-04
-0.03512200058567172,13407100.0,DIS,2010-02-04
-0.03836891585084434,22973529.0,GE,2010-02-04
-0.03353658830862527,90931100.0,INTC,2010-02-04
-0.015558635638417972,18397000.0,JNJ,2010-02-04
-0.02624380516153857,21342800.0,KO,2010-02-04
,,META,2010-02-04
-0.027593533960484584,77850000.0,MSFT,2010-02-04
-0.05805646029977074,783480000.0,NVDA,2010-02-04
-0.02694711067243971,33254900.0,ORCL,2010-02-04
-0.031686567210615024,99352043.0,PFE,2010-02-04
-0.019952301887018797,14306600.0,PG,2010-02-04
,,PYPL,2010-02-04
-0.02150127755065523,42811010.0,T,2010-02-04
-0.03777337847839857,18370700.0,TSM,2010-02-04
-0.005627378757856127,66486800.0,V,2010-02-04
0.01694919511457793,297683300.0,BAC,2010-02-05
0.023316720118704337,99148600.0,CSCO,2010-02-05
-0.013961752726299625,20004600.0,DAL,2010-02-05
-0.004381712181650843,11956100.0,DIS,2010-02-05
-0.015586165241129213,29943678.0,GE,2010-02-05
0.02365920687268841,88711700.0,INTC,2010-02-05
0.0,16775200.0,JNJ,2010-02-05
-0.006363119083480306,29285000.0,KO,2010-02-05
,,META,2010-02-05
0.006465611585225073,80960100.0,MSFT,2010-02-05
0.020125773104521683,604856000.0,NVDA,2010-02-05
0.01903897515780395,45919600.0,ORCL,2010-02-05
-0.003882390111321188,95279492.0,PFE,2010-02-05
-0.0016283932268938983,14844400.0,PG,2010-02-05
,,PYPL,2010-02-05
0.008389927563728472,67369357.0,T,2010-02-05
-0.0123967453372541,33731000.0,TSM,2010-02-05
-0.005900323741716118,38687200.0,V,2010-02-05
-0.03466676185066697,208207300.0,BAC,2010-02-08
-0.00843922637302974,69909000.0,CSCO,2010-02-08
-0.004424789863738621,9296400.0,DAL,2010-02-08
-0.0020310105667239453,10656800.0,DIS,2010-02-08
-0.012032849187483707,14707965.0,GE,2010-02-08
-0.006163042802002083,62563200.0,INTC,2010-02-08
-0.004310318545570291,10081200.0,JNJ,2010-02-08
-0.008288044648275594,16721200.0,KO,2010-02-08
,,META,2010-02-08
-0.010706823420702505,52820600.0,MSFT,2010-02-08
-0.0018498251905578744,445160000.0,NVDA,2010-02-08
-0.018258748880616404,32929200.0,ORCL,2010-02-08
-0.006681061025172852,58630015.0,PFE,2010-02-08
-0.004730435382208631,11431800.0,PG,2010-02-08
,,PYPL,2010-02-08
-0.010300898738673459,35977184.0,T,2010-02-08
0.005229827664972486,25173000.0,TSM,2010-02-08
0.00593534419397912,23966800.0,V,2010-02-08
-0.0006905731930826331,251522100.0,BAC,2010-02-09
0.01659588054336214,60331600.0,CSCO,2010-02-09
0.10133347240533852,23978700.0,DAL,2010-02-09
0.012211762179832109,14376800.0,DIS,2010-02-09
0.0,20361309.0,GE,2010-02-09
0.01550368220664633,69454100.0,INTC,2010-02-09
0.006252988896848777,11356400.0,JNJ,2010-02-09
0.025830918106767076,31495000.0,KO,2010-02-09
,,META,2010-02-09
0.010462040782968307,59195800.0,MSFT,2010-02-09
-0.008029667468506752,930144000.0,NVDA,2010-02-09
0.016868281991551104,34084100.0,ORCL,2010-02-09
0.0022417696735657078,74804488.0,PFE,2010-02-09
0.012292694886845146,11427100.0,PG,2010-02-09
,,PYPL,2010-02-09
0.011209133889724221,46259501.0,T,2010-02-09
-0.0010400876122325098,29316300.0,TSM,2010-02-09
0.002648712308976009,17968000.0,V,2010-02-09
0.013821916795613953,175741800.0,BAC,2010-02-10
-0.005441631398207858,50574100.0,CSCO,2010-02-10
-0.06537538876304805,19463200.0,DAL,2010-02-10
0.0063672662987388495,24191900.0,DIS,2010-02-10
0.005769315673211928,14267709.0,GE,2010-02-10
0.002035429804218891,56250600.0,INTC,2010-02-10
-0.00047806056838273214,10115800.0,JNJ,2010-02-10
-0.00407304482988935,18717600.0,KO,2010-02-10
,,META,2010-02-10
-0.000714211499942552,48591300.0,MSFT,2010-02-10
0.019302575381703768,535828000.0,NVDA,2010-02-10
-0.017013701428508887,40139200.0,ORCL,2010-02-10
-0.007829822010941512,63195205.0,PFE,2010-02-10
-0.0014573054003949037,9854600.0,PG,2010-02-10
,,PYPL,2010-02-10
-0.005542329673669744,35283938.0,T,2010-02-10
0.010416461191292692,17525600.0,TSM,2010-02-10
0.0059535855391505965,14572800.0,V,2010-02-10
-0.0027267603779582705,141086300.0,BAC,2010-02-11
0.007155024129947396,42458500.0,CSCO,2010-02-11
0.021588811785204776,14521800.0,DAL,2010-02-11
0.004328890110528061,12389400.0,DIS,2010-02-11
0.00509877861806296,13958805.0,GE,2010-02-11
0.018791484708217565,58837300.0,INTC,2010-02-11
